/home/tony/Documents/self_driving_car/project3/IMG/center_2017_02_15_14_29_36_053.jpg, /home/tony/Documents/self_driving_car/project3/IMG/left_2017_02_15_14_29_36_053.jpg, /home/tony/Documents/self_driving_car/project3/IMG/right_2017_02_15_14_29_36_053.jpg, 0, 0, 0, 0.8262017
/home/tony/Documents/self_driving_car/project3/IMG/center_2017_02_15_14_29_36_232.jpg, /home/tony/Documents/self_driving_car/project3/IMG/left_2017_02_15_14_29_36_232.jpg, /home/tony/Documents/self_driving_car/project3/IMG/right_2017_02_15_14_29_36_232.jpg, 0, 0, 0, 0.8113402
/home/tony/Documents/self_driving_car/project3/IMG/center_2017_02_15_14_29_36_416.jpg, /home/tony/Documents/self_driving_car/project3/IMG/left_2017_02_15_14_29_36_416.jpg, /home/tony/Documents/self_driving_car/project3/IMG/right_2017_02_15_14_29_36_416.jpg, 0, 0, 0, 0.7967459
/home/tony/Documents/self_driving_car/project3/IMG/center_2017_02_15_14_29_36_573.jpg, /home/tony/Documents/self_driving_car/project3/IMG/left_2017_02_15_14_29_36_573.jpg, /home/tony/Documents/self_driving_car/project3/IMG/right_2017_02_15_14_29_36_573.jpg, 0, 0, 0, 0.7839938
/home/tony/Documents/self_driving_car/project3/IMG/center_2017_02_15_14_29_36_735.jpg, /home/tony/Documents/self_driving_car/project3/IMG/left_2017_02_15_14_29_36_735.jpg, /home/tony/Documents/self_driving_car/project3/IMG/right_2017_02_15_14_29_36_735.jpg, 0, 0, 0, 0.7714455
/home/tony/Documents/self_driving_car/project3/IMG/center_2017_02_15_14_29_36_895.jpg, /home/tony/Documents/self_driving_car/project3/IMG/left_2017_02_15_14_29_36_895.jpg, /home/tony/Documents/self_driving_car/project3/IMG/right_2017_02_15_14_29_36_895.jpg, 0, 0, 0, 0.7590981
/home/tony/Documents/self_driving_car/project3/IMG/center_2017_02_15_14_29_37_057.jpg, /home/tony/Documents/self_driving_car/project3/IMG/left_2017_02_15_14_29_37_057.jpg, /home/tony/Documents/self_driving_car/project3/IMG/right_2017_02_15_14_29_37_057.jpg, 0, 0, 0, 0.7469482
/home/tony/Documents/self_driving_car/project3/IMG/center_2017_02_15_14_29_37_271.jpg, /home/tony/Documents/self_driving_car/project3/IMG/left_2017_02_15_14_29_37_271.jpg, /home/tony/Documents/self_driving_car/project3/IMG/right_2017_02_15_14_29_37_271.jpg, 0, 0.4916611, 0, 1.686436
/home/tony/Documents/self_driving_car/project3/IMG/center_2017_02_15_14_29_37_430.jpg, /home/tony/Documents/self_driving_car/project3/IMG/left_2017_02_15_14_29_37_430.jpg, /home/tony/Documents/self_driving_car/project3/IMG/right_2017_02_15_14_29_37_430.jpg, 0, 0.9695942, 0, 3.50548
/home/tony/Documents/self_driving_car/project3/IMG/center_2017_02_15_14_29_37_541.jpg, /home/tony/Documents/self_driving_car/project3/IMG/left_2017_02_15_14_29_37_541.jpg, /home/tony/Documents/self_driving_car/project3/IMG/right_2017_02_15_14_29_37_541.jpg, 0, 1, 0, 5.373215
